,Chromosome,Start,End,Name,Score,Strand,ThickStart,ThickEnd,ItemRGB,BlockCount
956,chr1,6720004,6720324,.,1000,.,182.97596,-1.0,4.94451,158
957,chr1,19659858,19660144,.,1000,.,182.86696,-1.0,4.94451,160
958,chr1,204503209,204503484,.,1000,.,182.71599,-1.0,4.94451,140
959,chr1,237806751,237807109,.,1000,.,182.41354,-1.0,4.94451,199
960,chr1,160726839,160727132,.,1000,.,182.37018,-1.0,4.94451,156
961,chr1,89483253,89483599,.,1000,.,182.27214,-1.0,4.94451,189
962,chr1,83860454,83860740,.,1000,.,182.23896,-1.0,4.94451,158
963,chr1,150169013,150169352,.,1000,.,182.05467,-1.0,4.94451,160
964,chr1,38587121,38587366,.,1000,.,182.05378,-1.0,4.94451,128
965,chr1,68321139,68321426,.,1000,.,181.93145,-1.0,4.94451,157
966,chr1,152460295,152460627,.,1000,.,181.73584,-1.0,4.94451,160
967,chr1,147640778,147641087,.,1000,.,181.66145,-1.0,4.94451,156
968,chr1,167715480,167715747,.,1000,.,181.46012,-1.0,4.94451,141
969,chr1,64824201,64824534,.,1000,.,181.32143,-1.0,4.94451,196
970,chr1,115052537,115052860,.,1000,.,181.30159,-1.0,4.94451,140
971,chr1,19661774,19662066,.,1000,.,181.21925,-1.0,4.94451,152
972,chr1,206479539,206479811,.,1000,.,181.12436,-1.0,4.94451,144
973,chr1,62131133,62131462,.,1000,.,181.07172,-1.0,4.94451,170
974,chr1,156382988,156383292,.,1000,.,181.03468,-1.0,4.94451,153
975,chr1,98051105,98051437,.,1000,.,180.95268,-1.0,4.94451,160
976,chr1,40084661,40085050,.,1000,.,180.91703,-1.0,4.94451,214
977,chr1,63575286,63575583,.,1000,.,180.70413,-1.0,4.94451,168
978,chr1,44047708,44047999,.,1000,.,180.7018,-1.0,4.94451,150
979,chr1,66253358,66253645,.,1000,.,180.37652,-1.0,4.94451,135
980,chr1,163409991,163410315,.,1000,.,180.22289,-1.0,4.94451,161
981,chr1,227447735,227448041,.,1000,.,180.1359,-1.0,4.94451,156
982,chr1,75991529,75991821,.,1000,.,180.12132,-1.0,4.94451,157
983,chr1,74689881,74690142,.,1000,.,179.90748,-1.0,4.94451,123
984,chr1,204763867,204764143,.,1000,.,179.89168,-1.0,4.94451,140
985,chr1,159798868,159799125,.,1000,.,179.8093,-1.0,4.94451,123
986,chr1,33086403,33086719,.,1000,.,179.64811,-1.0,4.94451,132
987,chr1,1960079,1960359,.,1000,.,179.55684,-1.0,4.94451,136
988,chr1,87953802,87954111,.,1000,.,179.48056,-1.0,4.94451,145
989,chr1,26417061,26417361,.,1000,.,179.44496,-1.0,4.94451,155
990,chr1,45300320,45300621,.,1000,.,179.31149,-1.0,4.94451,139
991,chr1,26275554,26275876,.,1000,.,179.08887,-1.0,4.94451,155
992,chr1,85109451,85109731,.,1000,.,178.99124,-1.0,4.94451,132
993,chr1,117067813,117068104,.,1000,.,178.97884,-1.0,4.94451,156
994,chr1,205984139,205984471,.,1000,.,178.76892,-1.0,4.94451,164
995,chr1,180252653,180252952,.,1000,.,178.73585,-1.0,4.94451,159
996,chr1,200307512,200307811,.,1000,.,178.4012,-1.0,4.94451,161
997,chr1,110766096,110766373,.,1000,.,178.33725,-1.0,4.94451,146
998,chr1,202719644,202719941,.,1000,.,178.29446,-1.0,4.94451,135
999,chr1,40774189,40774513,.,1000,.,178.26852,-1.0,4.94451,163
1000,chr1,154760442,154760740,.,1000,.,178.10431,-1.0,4.94451,169
1001,chr1,43763458,43763756,.,1000,.,178.05056,-1.0,4.94451,173
1002,chr1,34681519,34681796,.,1000,.,178.02155,-1.0,4.94451,154
1003,chr1,55140591,55140865,.,1000,.,177.87864,-1.0,4.94451,126
1004,chr1,89632845,89633170,.,1000,.,177.73704,-1.0,4.94451,170
1005,chr1,38835273,38835573,.,1000,.,177.63276,-1.0,4.94451,148
1006,chr1,160675600,160675915,.,1000,.,177.5043,-1.0,4.94451,152
1007,chr1,26597593,26597907,.,1000,.,177.27769,-1.0,4.94451,145
1008,chr1,20376900,20377196,.,1000,.,177.12297,-1.0,4.94451,170
1009,chr1,153986742,153987058,.,1000,.,177.08665,-1.0,4.94451,167
1010,chr1,22416644,22416947,.,1000,.,176.88687,-1.0,4.94451,162
1011,chr1,6034468,6034761,.,1000,.,176.78509,-1.0,4.94451,170
1012,chr1,179369796,179370102,.,1000,.,176.33898,-1.0,4.94451,153
1013,chr1,151996853,151997159,.,1000,.,176.12899,-1.0,4.94451,148
1014,chr1,11060035,11060341,.,1000,.,175.85804,-1.0,4.94451,152
1015,chr1,67347709,67348023,.,1000,.,175.8292,-1.0,4.94451,168
1016,chr1,155206846,155207136,.,1000,.,175.7134,-1.0,4.94451,163
1017,chr1,54121558,54121878,.,980,.,175.53865,-1.0,4.94451,163
1018,chr1,201385327,201385613,.,1000,.,175.48489,-1.0,4.94451,152
1019,chr1,27568526,27568875,.,1000,.,175.3861,-1.0,4.94451,164
1020,chr1,161487034,161487345,.,1000,.,175.27057,-1.0,4.94451,146
1021,chr1,159132331,159132611,.,1000,.,175.21957,-1.0,4.94451,145
1022,chr1,62175623,62175916,.,1000,.,175.19166,-1.0,4.94451,141
1023,chr1,234154702,234155036,.,1000,.,175.11312,-1.0,4.94451,160
1024,chr1,172719678,172719967,.,1000,.,175.08503,-1.0,4.94451,149
1025,chr1,207620387,207620659,.,1000,.,174.93892,-1.0,4.94451,130
1026,chr1,89843284,89843584,.,1000,.,174.80186,-1.0,4.94451,184
1027,chr1,77979400,77979716,.,1000,.,174.72109,-1.0,4.94451,162
1028,chr1,100868438,100868717,.,1000,.,174.66979,-1.0,4.94451,133
1029,chr1,211830703,211830992,.,1000,.,174.58407,-1.0,4.94451,138
1030,chr1,31745666,31745936,.,1000,.,174.44696,-1.0,4.94451,144
1031,chr1,44318269,44318600,.,1000,.,174.41355,-1.0,4.94451,166
1032,chr1,229258055,229258365,.,1000,.,174.4019,-1.0,4.94451,156
1033,chr1,27155086,27155424,.,1000,.,174.25106,-1.0,4.94451,131
1034,chr1,154999110,154999450,.,1000,.,174.25059,-1.0,4.94451,167
1035,chr1,29124478,29124761,.,1000,.,174.18951,-1.0,4.94451,157
1036,chr1,156608103,156608403,.,1000,.,174.02585,-1.0,4.94451,161
1037,chr1,150532608,150532908,.,1000,.,173.99788,-1.0,4.94451,139
1038,chr1,66765045,66765307,.,1000,.,173.89022,-1.0,4.94451,124
1039,chr1,64246391,64246682,.,1000,.,173.85157,-1.0,4.94451,136
1040,chr1,235415369,235415699,.,1000,.,173.77329,-1.0,4.94451,146
1041,chr1,182782351,182782635,.,1000,.,173.49916,-1.0,4.94451,141
1042,chr1,40078545,40078848,.,1000,.,173.48464,-1.0,4.94451,153
1043,chr1,39816759,39817099,.,1000,.,173.44158,-1.0,4.94451,208
1044,chr1,152347168,152347467,.,1000,.,173.43236,-1.0,4.94451,160
1045,chr1,213244614,213244927,.,1000,.,173.34277,-1.0,4.94451,152
1046,chr1,43238134,43238427,.,1000,.,173.2124,-1.0,4.94451,128
1047,chr1,23184715,23185005,.,1000,.,173.17009,-1.0,4.94451,150
1048,chr1,219812680,219812972,.,1000,.,173.13091,-1.0,4.94451,124
1049,chr1,203342500,203342783,.,1000,.,173.09235,-1.0,4.94451,145
1050,chr1,220296284,220296581,.,1000,.,172.96569,-1.0,4.94451,139
1051,chr1,27332820,27333098,.,1000,.,172.81997,-1.0,4.94451,144
1052,chr1,180863250,180863516,.,1000,.,172.53196,-1.0,4.94451,124
1053,chr1,119744083,119744391,.,1000,.,172.06942,-1.0,4.94451,178
1054,chr1,171801456,171801749,.,1000,.,171.96242,-1.0,4.94451,130
1055,chr1,47436479,47436755,.,1000,.,171.78085,-1.0,4.94451,144
1056,chr1,171655517,171655811,.,1000,.,171.55363,-1.0,4.94451,166
1057,chr1,176881046,176881343,.,1000,.,171.43781,-1.0,4.94451,144
1058,chr1,10338108,10338398,.,1000,.,171.40575,-1.0,4.94451,134
1059,chr1,112804226,112804505,.,1000,.,171.3524,-1.0,4.94451,157
1060,chr1,115771914,115772198,.,1000,.,171.10602,-1.0,4.94451,133
1061,chr1,172742666,172742938,.,1000,.,171.06365,-1.0,4.94451,133
1062,chr1,90579264,90579548,.,1000,.,170.72819,-1.0,4.94451,148
1063,chr1,181038486,181038764,.,1000,.,170.6397,-1.0,4.94451,123
1064,chr1,110615808,110616096,.,1000,.,170.62683,-1.0,4.94451,141
1065,chr1,17406206,17406512,.,1000,.,170.62047,-1.0,4.94451,161
1066,chr1,210311181,210311473,.,1000,.,170.53598,-1.0,4.94451,110
1067,chr1,88935952,88936250,.,1000,.,170.48608,-1.0,4.94451,160
1068,chr1,87325987,87326274,.,1000,.,170.40017,-1.0,4.94451,159
1069,chr1,20195207,20195524,.,1000,.,170.16042,-1.0,4.94451,153
1070,chr1,36576086,36576413,.,1000,.,169.73135,-1.0,4.94451,163
1071,chr1,178310666,178310985,.,1000,.,169.52853,-1.0,4.94451,167
1072,chr1,156456427,156456736,.,1000,.,169.413,-1.0,4.94451,160
1073,chr1,212070729,212071033,.,1000,.,169.39866,-1.0,4.94451,141
1074,chr1,246753965,246754262,.,1000,.,169.39107,-1.0,4.94451,152
1075,chr1,3410184,3410453,.,1000,.,169.38815,-1.0,4.94451,145
1076,chr1,62841648,62841941,.,1000,.,169.37937,-1.0,4.94451,118
1077,chr1,21231999,21232304,.,1000,.,169.30648,-1.0,4.94451,155
1078,chr1,50368462,50368789,.,1000,.,169.21125,-1.0,4.94451,163
1079,chr1,169712068,169712355,.,1000,.,169.16778,-1.0,4.94451,155
1080,chr1,171313863,171314146,.,1000,.,169.03277,-1.0,4.94451,141
1081,chr1,19974830,19975126,.,1000,.,168.94076,-1.0,4.94451,136
1082,chr1,203216248,203216543,.,1000,.,168.89914,-1.0,4.94451,152
1083,chr1,86380310,86380597,.,1000,.,168.77759,-1.0,4.94451,157
1084,chr1,209827724,209828025,.,1000,.,168.76104,-1.0,4.94451,152
1085,chr1,32413991,32414298,.,1000,.,168.7457,-1.0,4.94451,144
1086,chr1,32215621,32215917,.,1000,.,168.13105,-1.0,4.94451,163
1087,chr1,93850777,93851082,.,1000,.,167.905,-1.0,4.94451,166
1088,chr1,108898154,108898479,.,1000,.,167.8992,-1.0,4.94451,148
1089,chr1,32876678,32876970,.,1000,.,167.89873,-1.0,4.94451,139
1090,chr1,40144038,40144322,.,1000,.,167.72948,-1.0,4.94451,135
1091,chr1,47738617,47738890,.,1000,.,167.51601,-1.0,4.94451,146
1092,chr1,9725060,9725345,.,1000,.,167.15392,-1.0,4.94451,144
1093,chr1,229558837,229559095,.,1000,.,167.14633,-1.0,4.94451,127
1094,chr1,26810106,26810357,.,1000,.,166.9236,-1.0,4.94451,124
1095,chr1,39658064,39658363,.,1000,.,166.84058,-1.0,4.94451,157
1096,chr1,42146881,42147138,.,1000,.,166.76214,-1.0,4.94451,148
1097,chr1,91166149,91166437,.,1000,.,166.7438,-1.0,4.94451,163
1098,chr1,184075456,184075747,.,1000,.,166.68862,-1.0,4.94451,153
1099,chr1,32335176,32335404,.,1000,.,166.64103,-1.0,4.94451,108
1100,chr1,207404953,207405274,.,1000,.,166.63466,-1.0,4.94451,155
1101,chr1,44378230,44378491,.,1000,.,166.55413,-1.0,4.94451,148
1102,chr1,160006350,160006640,.,1000,.,166.49083,-1.0,4.94451,163
1103,chr1,31181493,31181787,.,1000,.,166.34678,-1.0,4.94451,125
1104,chr1,117754122,117754429,.,1000,.,166.2346,-1.0,4.94451,150
1105,chr1,15154097,15154391,.,1000,.,166.19405,-1.0,4.94451,131
1106,chr1,234065878,234066166,.,1000,.,166.17666,-1.0,4.94451,146
1107,chr1,87084318,87084578,.,1000,.,166.11109,-1.0,4.94451,125
1108,chr1,119948644,119948951,.,1000,.,166.09211,-1.0,4.94451,160
1109,chr1,9142274,9142555,.,1000,.,166.0485,-1.0,4.94451,155
1110,chr1,203487316,203487729,.,1000,.,166.005,-1.0,4.94451,266
1111,chr1,218339273,218339590,.,1000,.,165.84328,-1.0,4.94451,156
1112,chr1,47432412,47432699,.,1000,.,165.81851,-1.0,4.94451,151
1113,chr1,3621235,3621499,.,1000,.,165.81491,-1.0,4.94451,147
1114,chr1,162392192,162392466,.,1000,.,165.68791,-1.0,4.94451,119
1115,chr1,15815557,15815830,.,1000,.,165.64634,-1.0,4.94451,134
1116,chr1,171485270,171485546,.,1000,.,165.45523,-1.0,4.94451,117
1117,chr1,113072600,113073167,.,1000,.,165.41919,-1.0,4.94451,388
1118,chr1,9455824,9456108,.,1000,.,165.32042,-1.0,4.94451,153
1119,chr1,165114325,165114631,.,1000,.,165.16689,-1.0,4.94451,142
1120,chr1,230215129,230215400,.,1000,.,165.10451,-1.0,4.94451,124
1121,chr1,117055408,117055686,.,1000,.,164.88704,-1.0,4.94451,144
1122,chr1,243343999,243344285,.,1000,.,164.70451,-1.0,4.94451,139
1123,chr1,23657733,23658035,.,1000,.,164.47429,-1.0,4.94451,146
1124,chr1,220874241,220874542,.,1000,.,164.46915,-1.0,4.94451,139
1125,chr1,17046122,17046406,.,1000,.,164.01006,-1.0,4.94451,156
1126,chr1,169928978,169929264,.,1000,.,163.97068,-1.0,4.94451,140
1127,chr1,205631977,205632282,.,1000,.,163.96371,-1.0,4.94451,148
1128,chr1,11664030,11664324,.,1000,.,163.9269,-1.0,4.94451,156
1129,chr1,215526586,215526887,.,1000,.,163.80409,-1.0,4.94451,160
1130,chr1,22105679,22105965,.,1000,.,163.65985,-1.0,4.94451,151
1131,chr1,3284031,3284329,.,1000,.,163.62577,-1.0,4.94451,144
1132,chr1,41282712,41283010,.,1000,.,163.49811,-1.0,4.94451,142
1133,chr1,209435728,209436028,.,1000,.,163.23161,-1.0,4.94451,158
1134,chr1,119367572,119367819,.,1000,.,162.7616,-1.0,4.94451,136
1135,chr1,159945686,159945924,.,1000,.,162.73658,-1.0,4.94451,118
1136,chr1,209566109,209566403,.,1000,.,162.67569,-1.0,4.94451,134
1137,chr1,45359810,45360100,.,1000,.,162.5912,-1.0,4.94451,147
1138,chr1,30782378,30782665,.,1000,.,162.42494,-1.0,4.94451,116
1139,chr1,11337573,11337856,.,1000,.,162.2714,-1.0,4.94451,127
1140,chr1,2786659,2786927,.,1000,.,162.25209,-1.0,4.94451,144
1141,chr1,211680755,211681024,.,1000,.,162.11895,-1.0,4.94451,133
1142,chr1,159072029,159072334,.,1000,.,162.04204,-1.0,4.94451,155
1143,chr1,234326641,234326935,.,1000,.,161.6942,-1.0,4.94451,172
1144,chr1,11645715,11646015,.,1000,.,161.55772,-1.0,4.94451,162
1145,chr1,36285496,36285792,.,1000,.,161.50124,-1.0,4.94451,147
1146,chr1,22275898,22276186,.,1000,.,161.48077,-1.0,4.94451,147
1147,chr1,159211593,159211892,.,1000,.,161.36207,-1.0,4.94451,136
1148,chr1,22889261,22889540,.,1000,.,161.27942,-1.0,4.94451,151
1149,chr1,67766156,67766491,.,1000,.,161.23809,-1.0,4.94451,135
1150,chr1,156066358,156066631,.,1000,.,160.98251,-1.0,4.94451,157
1151,chr1,174744009,174744298,.,1000,.,160.74901,-1.0,4.94451,145
1152,chr1,182786736,182787027,.,1000,.,160.72851,-1.0,4.94451,138
1153,chr1,147242401,147242783,.,1000,.,160.62272,-1.0,4.94451,185
1154,chr1,65075422,65075719,.,1000,.,160.44173,-1.0,4.94451,149
1155,chr1,74504179,74504458,.,1000,.,160.31485,-1.0,4.94451,157
1156,chr1,54810515,54810797,.,1000,.,160.11411,-1.0,4.94451,157
1157,chr1,39720084,39720361,.,1000,.,160.02301,-1.0,4.94451,124
1158,chr1,24898157,24898436,.,1000,.,159.85605,-1.0,4.94451,125
1159,chr1,171984936,171985205,.,1000,.,159.74739,-1.0,4.94451,147
1160,chr1,177946015,177946280,.,1000,.,159.70497,-1.0,4.94451,135
1161,chr1,33634873,33635163,.,1000,.,159.6409,-1.0,4.94451,159
1162,chr1,165144853,165145128,.,1000,.,159.53032,-1.0,4.94451,132
1163,chr1,169106119,169106415,.,1000,.,159.34468,-1.0,4.94451,146
1164,chr1,201361701,201361990,.,1000,.,159.31665,-1.0,4.94451,134
1165,chr1,231691733,231692024,.,1000,.,159.2531,-1.0,4.94451,127
1166,chr1,3320011,3320281,.,1000,.,159.19465,-1.0,4.94451,131
1167,chr1,154272227,154272520,.,1000,.,159.03362,-1.0,4.94451,138
1168,chr1,225845832,225846111,.,1000,.,158.95533,-1.0,4.94451,134
1169,chr1,33055153,33055449,.,1000,.,158.76793,-1.0,4.94451,161
1170,chr1,23809740,23810025,.,1000,.,158.69817,-1.0,4.94451,141
1171,chr1,178768384,178768637,.,1000,.,158.3926,-1.0,4.94451,143
1172,chr1,208093793,208094095,.,1000,.,158.33473,-1.0,4.94451,175
1173,chr1,209207717,209208009,.,1000,.,158.0629,-1.0,4.94451,150
1174,chr1,151024611,151024905,.,1000,.,158.03369,-1.0,4.94451,131
1175,chr1,204494564,204494863,.,1000,.,157.65537,-1.0,4.94451,145
1176,chr1,202625451,202625735,.,1000,.,157.59069,-1.0,4.94451,155
1177,chr1,174217765,174218049,.,1000,.,157.56627,-1.0,4.94451,136
1178,chr1,46532850,46533149,.,1000,.,157.44481,-1.0,4.94451,148
1179,chr1,87292965,87293276,.,1000,.,157.35308,-1.0,4.94451,147
1180,chr1,176073581,176073876,.,1000,.,157.32533,-1.0,4.94451,157
1181,chr1,67853646,67853916,.,1000,.,157.00262,-1.0,4.94451,154
1182,chr1,48061246,48061534,.,1000,.,156.97181,-1.0,4.94451,124
1183,chr1,115706847,115707155,.,1000,.,156.47563,-1.0,4.94451,169
1184,chr1,224050853,224051171,.,1000,.,156.19999,-1.0,4.94451,162
1185,chr1,160219651,160219905,.,1000,.,156.14637,-1.0,4.94451,130
1186,chr1,200488729,200489028,.,1000,.,155.8839,-1.0,4.94451,159
1187,chr1,202571810,202572076,.,1000,.,155.71717,-1.0,4.94451,138
1188,chr1,157074254,157074587,.,1000,.,155.63889,-1.0,4.94451,172
1189,chr1,22964234,22964507,.,1000,.,155.62214,-1.0,4.94451,135
1190,chr1,202343825,202344097,.,1000,.,155.57495,-1.0,4.94451,137
1191,chr1,21509045,21509328,.,1000,.,155.49261,-1.0,4.94451,168
1192,chr1,99808693,99808953,.,1000,.,155.13492,-1.0,4.94451,130
1193,chr1,1399425,1399700,.,1000,.,155.0256,-1.0,4.94451,141
1194,chr1,239951568,239951839,.,1000,.,155.00109,-1.0,4.94451,142
1195,chr1,16073490,16073803,.,1000,.,154.96446,-1.0,4.94451,177
1196,chr1,93438032,93438288,.,1000,.,154.88642,-1.0,4.94451,127
1197,chr1,39098688,39098954,.,1000,.,154.76507,-1.0,4.94451,138
1198,chr1,53860913,53861180,.,1000,.,154.53141,-1.0,4.94451,148
1199,chr1,30708155,30708439,.,1000,.,154.51129,-1.0,4.94451,152
1200,chr1,24201924,24202189,.,1000,.,154.48668,-1.0,4.94451,117
1201,chr1,116737312,116737570,.,1000,.,154.07829,-1.0,4.94451,152
1202,chr1,100921141,100921395,.,1000,.,154.05845,-1.0,4.94451,133
1203,chr1,203702106,203702415,.,1000,.,153.92592,-1.0,4.94451,180
1204,chr1,168178813,168179087,.,1000,.,153.72735,-1.0,4.94451,130
1205,chr1,18575608,18575915,.,1000,.,153.70229,-1.0,4.94451,157
1206,chr1,45018660,45018954,.,1000,.,153.4779,-1.0,4.94451,154
1207,chr1,223696456,223696770,.,1000,.,153.38655,-1.0,4.94451,163
1208,chr1,228459246,228459536,.,1000,.,153.30288,-1.0,4.94451,156
1209,chr1,9784597,9784873,.,1000,.,153.2751,-1.0,4.94451,124
1210,chr1,71050071,71050331,.,1000,.,153.18937,-1.0,4.94451,128
1211,chr1,180482510,180482784,.,1000,.,152.95166,-1.0,4.94451,113
1212,chr1,48817605,48817844,.,1000,.,152.69663,-1.0,4.94451,98
1213,chr1,46747753,46748032,.,1000,.,152.69449,-1.0,4.94451,128
1214,chr1,165403948,165404214,.,1000,.,152.69144,-1.0,4.94451,131
1215,chr1,170929833,170930090,.,1000,.,152.68181,-1.0,4.94451,116
1216,chr1,3801489,3801780,.,1000,.,152.6308,-1.0,4.94451,155
1217,chr1,209747651,209748190,.,1000,.,152.62677,-1.0,4.94451,375
1218,chr1,26826433,26826736,.,1000,.,152.39776,-1.0,4.94451,154
1219,chr1,8918130,8918428,.,1000,.,152.22287,-1.0,4.94451,126
1220,chr1,205430824,205431123,.,1000,.,152.19101,-1.0,4.94451,160
1221,chr1,223846065,223846323,.,1000,.,152.15979,-1.0,4.94451,126
1222,chr1,39606174,39606500,.,1000,.,152.11384,-1.0,4.94451,173
1223,chr1,152189869,152190127,.,1000,.,152.08305,-1.0,4.94451,134
1224,chr1,212749900,212750133,.,1000,.,152.01719,-1.0,4.94451,117
1225,chr1,107142177,107142430,.,1000,.,151.91427,-1.0,4.94451,95
1226,chr1,7207945,7208215,.,1000,.,151.74079,-1.0,4.94451,151
1227,chr1,4585264,4585534,.,1000,.,151.70167,-1.0,4.94451,156
1228,chr1,157948606,157948845,.,1000,.,151.50123,-1.0,4.94451,149
1229,chr1,199113348,199113615,.,1000,.,151.47134,-1.0,4.94451,119
1230,chr1,174262754,174262984,.,1000,.,151.45063,-1.0,4.94451,123
1231,chr1,149962071,149962366,.,1000,.,151.27019,-1.0,4.94451,149
1232,chr1,225987546,225987822,.,1000,.,151.26819,-1.0,4.94451,152
1233,chr1,13422630,13422906,.,1000,.,151.20258,-1.0,4.94451,118
1234,chr1,66503945,66504183,.,1000,.,151.14948,-1.0,4.94451,122
1235,chr1,246450834,246451088,.,1000,.,151.12555,-1.0,4.94451,131
1236,chr1,175757474,175757727,.,1000,.,151.11901,-1.0,4.94451,108
1237,chr1,18100532,18100843,.,1000,.,151.10647,-1.0,4.94451,144
1238,chr1,209202881,209203149,.,1000,.,151.06884,-1.0,4.94451,121
1239,chr1,111481692,111481948,.,1000,.,150.8288,-1.0,4.94451,126
1240,chr1,99481427,99481731,.,1000,.,150.80123,-1.0,4.94451,189
1241,chr1,58047321,58047598,.,1000,.,150.59469,-1.0,4.94451,130
1242,chr1,160252007,160252300,.,1000,.,150.4752,-1.0,4.94451,124
1243,chr1,24392374,24392652,.,1000,.,150.33438,-1.0,4.94451,143
1244,chr1,248807197,248807449,.,1000,.,150.03917,-1.0,4.94451,133
1245,chr1,52686244,52686511,.,1000,.,149.53808,-1.0,4.94451,165
1246,chr1,183318568,183318842,.,1000,.,149.51491,-1.0,4.94451,140
1247,chr1,116724814,116725078,.,1000,.,149.40995,-1.0,4.94451,113
1248,chr1,64675796,64676067,.,1000,.,149.32884,-1.0,4.94451,139
1249,chr1,34597973,34598251,.,1000,.,149.23954,-1.0,4.94451,136
1250,chr1,16709748,16710062,.,1000,.,149.18698,-1.0,4.94451,207
1251,chr1,1019261,1019543,.,1000,.,149.09836,-1.0,4.94451,148
1252,chr1,39191643,39191919,.,1000,.,149.01286,-1.0,4.94451,141
1253,chr1,210143535,210143809,.,1000,.,148.84779,-1.0,4.94451,134
1254,chr1,227999387,227999686,.,1000,.,148.80761,-1.0,4.94451,158
1255,chr1,227730394,227730639,.,1000,.,148.7965,-1.0,4.94451,124
1256,chr1,50774827,50775086,.,1000,.,148.75382,-1.0,4.94451,120
1257,chr1,158036054,158036320,.,1000,.,148.52044,-1.0,4.94451,124
1258,chr1,74733734,74734010,.,1000,.,148.21556,-1.0,4.94451,142
1259,chr1,110116461,110116769,.,1000,.,148.18647,-1.0,4.94451,155
1260,chr1,244801226,244801472,.,1000,.,148.07129,-1.0,4.94451,115
1261,chr1,10377438,10377739,.,1000,.,147.7965,-1.0,4.94451,139
1262,chr1,168439809,168440101,.,1000,.,147.64348,-1.0,4.94451,138
1263,chr1,204214274,204214515,.,1000,.,147.62829,-1.0,4.94451,92
1264,chr1,155062698,155062964,.,1000,.,147.49268,-1.0,4.94451,125
1265,chr1,153223136,153223380,.,1000,.,147.40544,-1.0,4.94451,110
1266,chr1,16963519,16963775,.,1000,.,147.13027,-1.0,4.94451,117
1267,chr1,39192550,39192820,.,1000,.,146.98761,-1.0,4.94451,121
1268,chr1,225480939,225481205,.,1000,.,146.92467,-1.0,4.94451,132
1269,chr1,186985958,186986210,.,1000,.,146.86314,-1.0,4.94451,134
1270,chr1,234487010,234487243,.,1000,.,146.80179,-1.0,4.94451,122
1271,chr1,48093718,48094021,.,1000,.,146.6169,-1.0,4.94451,149
1272,chr1,151340937,151341183,.,1000,.,146.45239,-1.0,4.94451,128
1273,chr1,246647126,246647383,.,1000,.,146.43225,-1.0,4.94451,148
1274,chr1,8726537,8726847,.,1000,.,146.431,-1.0,4.94451,165
1275,chr1,198156183,198156431,.,1000,.,146.21867,-1.0,4.94451,119
1276,chr1,240189441,240189707,.,1000,.,146.1251,-1.0,4.94451,117
1277,chr1,63691960,63692192,.,1000,.,146.08859,-1.0,4.94451,132
1278,chr1,167220571,167220820,.,1000,.,145.99822,-1.0,4.94451,201
1279,chr1,183623260,183623535,.,1000,.,145.97485,-1.0,4.94451,155
1280,chr1,224853017,224853266,.,1000,.,145.82059,-1.0,4.94451,146
1281,chr1,182784667,182784886,.,1000,.,145.67888,-1.0,4.94451,101
1282,chr1,88877434,88877662,.,1000,.,145.63674,-1.0,4.94451,124
1283,chr1,112501849,112502094,.,1000,.,145.62958,-1.0,4.94451,144
1284,chr1,25572797,25573077,.,1000,.,145.38393,-1.0,4.94451,141
1285,chr1,26285118,26285358,.,1000,.,145.28389,-1.0,4.94451,116
1286,chr1,163315825,163316095,.,1000,.,145.24176,-1.0,4.94451,147
1287,chr1,93844319,93844583,.,1000,.,145.18523,-1.0,4.94451,133
1288,chr1,94045588,94046014,.,1000,.,145.1499,-1.0,4.94451,128
1289,chr1,100463744,100464027,.,1000,.,145.13187,-1.0,4.94451,147
1290,chr1,23216784,23217005,.,1000,.,145.08989,-1.0,4.94451,130
1291,chr1,212062916,212063167,.,1000,.,145.02544,-1.0,4.94451,125
1292,chr1,201999636,201999931,.,1000,.,144.938,-1.0,4.94451,162
1293,chr1,206864971,206865235,.,1000,.,144.87438,-1.0,4.94451,140
1294,chr1,93021633,93021892,.,1000,.,144.84902,-1.0,4.94451,109
1295,chr1,174983275,174983528,.,1000,.,144.521,-1.0,4.94451,138
1296,chr1,65209354,65209612,.,1000,.,144.25689,-1.0,4.94451,116
1297,chr1,61588691,61588992,.,1000,.,144.15749,-1.0,4.94451,152
1298,chr1,233364742,233365000,.,1000,.,143.98474,-1.0,4.94451,134
1299,chr1,84433837,84434109,.,1000,.,143.92945,-1.0,4.94451,148
1300,chr1,113978783,113979045,.,1000,.,143.76412,-1.0,4.94451,166
1301,chr1,103514988,103515255,.,1000,.,143.64285,-1.0,4.94451,133
1302,chr1,21216909,21217186,.,1000,.,143.47481,-1.0,4.94451,149
1303,chr1,202600206,202600466,.,1000,.,143.4255,-1.0,4.94451,121
1304,chr1,174770027,174770262,.,1000,.,143.39426,-1.0,4.94451,132
1305,chr1,240149559,240149789,.,1000,.,143.24777,-1.0,4.94451,118
1306,chr1,8031250,8031499,.,1000,.,143.124,-1.0,4.94451,122
1307,chr1,174998528,174998801,.,1000,.,142.92437,-1.0,4.94451,147
1308,chr1,226424533,226424779,.,1000,.,142.70528,-1.0,4.94451,139
1309,chr1,156797355,156797602,.,1000,.,142.57085,-1.0,4.94451,131
1310,chr1,231590657,231590934,.,1000,.,142.26965,-1.0,4.94451,129
1311,chr1,40153091,40153334,.,1000,.,141.80981,-1.0,4.94451,116
1312,chr1,101506646,101506866,.,1000,.,141.76604,-1.0,4.94451,92
1313,chr1,53754767,53755021,.,1000,.,141.76448,-1.0,4.94451,122
1314,chr1,28208916,28209166,.,1000,.,141.73775,-1.0,4.94451,143
